Food_items,Breakfast,Lunch,Dinner,VegNovVeg,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars
Black Beans,0,0,0,Non-Veg,499,6.2,16.0,13.97,77.2,1484,1537.3,62.2,0.3,22,31.9
Coriander,0,0,0,Non-Veg,151,8.5,39.4,1.72,263.9,590,249.1,149.4,4.9,45,14.8
Yogurt,1,1,0,Non-Veg,319,7.9,26.9,7.78,376.3,51,981.0,58.7,6.5,46,33.0
Banana,0,0,1,Non-Veg,148,6.8,5.5,4.93,395.7,1901,1357.6,141.0,0.6,2,28.4
Eggplant,0,0,1,Non-Veg,351,3.1,23.5,4.95,247.0,1027,1968.8,28.2,19.4,22,43.2
Peanut Butter,1,0,1,Non-Veg,496,0.4,32.6,14.76,297.3,1808,1968.1,10.1,0.6,34,2.9
Lentils,0,1,0,Veg,485,5.3,33.5,6.97,48.8,254,576.3,65.7,1.1,22,30.3
Oatmeal,0,0,0,Veg,97,19.9,2.9,2.88,295.2,1777,1736.3,30.6,7.0,45,27.0
Blueberries,0,1,1,Veg,339,6.0,18.4,18.86,399.3,1822,386.9,114.8,7.4,40,19.3
Leek,0,0,1,Non-Veg,422,16.1,15.1,4.25,311.4,1605,125.6,82.2,18.4,21,27.7
Milk,1,1,1,Veg,598,3.1,23.8,19.97,22.3,1035,1415.5,101.7,8.5,13,9.1
Cashews,1,0,1,Veg,597,11.2,43.7,0.45,469.4,1062,1420.8,73.4,7.8,35,2.7
Watermelon,0,1,0,Veg,84,2.4,46.0,3.19,278.0,1130,1015.5,20.5,0.8,46,17.3
Green Beans,1,0,1,Non-Veg,541,13.3,39.5,12.35,53.5,553,123.7,82.1,1.4,42,46.5
Turkey,1,1,0,Veg,363,2.3,48.1,18.8,210.6,1529,678.9,34.6,7.4,47,42.1
Fenugreek,0,0,1,Non-Veg,360,6.0,22.7,15.57,23.0,717,1809.2,103.2,19.1,7,49.3
Strawberries,0,1,0,Veg,97,2.7,5.2,6.97,469.2,1301,666.7,23.0,4.2,39,27.1
Fenugreek,0,0,1,Non-Veg,352,7.2,41.7,12.31,273.8,89,266.1,148.7,16.4,47,10.4
Cinnamon,0,0,0,Veg,488,6.4,43.7,19.74,174.2,1192,1210.1,6.7,6.3,9,29.9
Eggs,0,1,0,Veg,509,5.5,20.1,2.92,43.8,377,1839.8,104.5,12.4,19,45.5
Zucchini,1,0,1,Veg,192,3.1,26.1,6.4,39.6,890,1997.0,147.1,14.2,15,12.1
Tomato,0,0,0,Non-Veg,482,10.5,13.1,15.03,157.7,1335,854.5,138.4,1.4,36,29.0
Peach,0,0,1,Veg,384,4.1,14.4,6.82,266.4,659,1923.3,108.9,14.1,31,8.7
Tofu,1,1,1,Veg,225,16.7,49.0,10.4,264.9,1974,335.9,102.3,12.9,47,27.7
Walnuts,0,1,0,Non-Veg,100,13.2,14.3,11.13,331.3,1930,171.9,141.7,12.5,36,29.2
Cucumber,1,1,1,Non-Veg,263,17.1,48.6,15.82,324.9,538,248.3,85.4,9.5,29,6.9
Onion,0,0,0,Non-Veg,388,17.2,14.3,16.87,486.5,338,1920.4,34.2,7.6,1,23.2
Corn,0,0,1,Veg,587,6.8,41.7,17.18,53.7,1232,1953.2,140.7,8.7,5,5.7
Thyme,1,0,0,Veg,422,1.6,8.6,14.91,366.4,586,37.2,130.2,4.0,23,3.1
Cucumber,1,1,0,Veg,100,5.2,41.8,8.49,247.4,116,967.0,60.1,14.1,15,20.5
Spinach,0,0,0,Non-Veg,231,8.9,45.6,16.27,418.3,1875,1128.3,134.1,5.4,23,39.2
Mango,0,1,1,Veg,134,18.8,44.8,9.8,415.0,448,1861.4,101.3,13.4,29,21.3
Mushrooms,0,0,0,Non-Veg,409,9.1,4.0,2.37,453.2,617,707.9,79.5,17.4,1,5.8
Cantaloupe,0,0,0,Non-Veg,530,18.9,39.2,5.51,457.8,1824,1455.9,63.8,18.8,5,29.8
Kidney Beans,0,0,1,Veg,326,15.5,43.6,9.86,101.2,1358,558.6,65.8,11.7,15,28.8
Parsnip,1,1,0,Veg,508,9.5,17.4,2.93,84.3,1493,1956.5,5.4,19.0,20,37.4
Cinnamon,0,0,1,Non-Veg,375,17.4,44.6,10.62,79.0,1279,1082.4,20.7,1.8,42,14.8
Turmeric,0,1,0,Non-Veg,379,18.1,33.4,11.54,145.0,1632,876.6,127.6,17.3,5,36.7
Pumpkin,0,1,1,Veg,349,8.8,23.8,17.73,493.5,1146,1235.7,31.3,5.3,31,2.9
Paprika,0,0,0,Veg,537,16.3,0.8,5.17,198.5,422,451.9,60.9,1.8,22,24.4
Walnuts,0,0,1,Non-Veg,152,17.4,34.5,14.7,112.9,484,796.8,13.4,12.6,36,46.2
Kidney Beans,0,1,0,Non-Veg,185,8.7,40.0,19.51,154.1,76,1379.5,101.1,9.8,31,18.6
Brown Rice,0,1,0,Veg,427,9.5,48.1,16.37,481.2,407,866.0,10.7,5.6,40,46.3
Eggs,1,0,0,Veg,282,5.4,31.0,12.93,170.0,1271,811.1,123.8,15.6,19,20.8
Green Beans,1,1,1,Non-Veg,298,9.1,7.7,12.79,26.4,885,1500.0,13.0,19.2,40,0.0
Banana,1,0,1,Veg,92,9.8,14.4,16.01,456.2,1760,1804.0,44.2,3.9,44,7.3
Chicken Breast,0,0,0,Non-Veg,301,12.9,27.8,9.66,489.0,1628,1887.6,10.8,4.0,38,22.8
Eggs,1,0,0,Veg,324,11.9,13.8,11.62,111.8,995,1413.9,136.3,2.5,7,2.1
Ginger,1,0,0,Non-Veg,547,17.9,27.2,12.54,197.8,137,881.9,92.2,19.7,44,23.3
Peach,1,1,1,Non-Veg,390,13.0,12.8,7.84,201.2,221,768.1,106.7,8.7,45,24.7
Tomato,1,0,1,Veg,589,2.8,40.8,2.4,325.8,850,684.5,97.9,6.8,22,10.5
Beef Steak,0,1,0,Veg,580,4.9,3.6,0.15,17.2,20,512.6,24.7,11.3,1,20.1
Cinnamon,1,0,1,Non-Veg,199,18.3,17.8,17.1,218.8,718,205.8,112.0,15.8,7,22.5
Celery,0,1,0,Veg,72,1.3,3.8,0.23,289.8,471,1350.6,21.3,12.6,25,33.7
Grapes,0,0,0,Veg,594,14.0,13.9,0.25,52.2,433,1426.2,27.2,10.5,27,41.3
Orange,1,0,0,Non-Veg,441,1.8,6.1,8.59,187.9,1889,723.6,64.7,15.2,11,38.7
Beet,1,0,1,Non-Veg,196,4.5,23.3,7.83,498.8,489,1386.6,113.7,18.1,8,2.7
Brown Rice,0,1,0,Veg,130,16.1,4.5,3.74,31.7,1887,1774.8,110.5,12.6,34,28.7
Strawberries,1,0,0,Veg,532,7.2,31.7,11.95,459.7,954,1172.6,132.1,8.9,1,44.2
Tomato,1,0,0,Non-Veg,543,9.6,34.5,5.85,164.6,1273,1930.6,5.4,9.1,32,1.1
Turmeric,0,0,0,Veg,67,15.7,38.6,14.53,144.6,685,538.7,43.8,1.6,30,25.0
Strawberries,0,1,0,Non-Veg,270,11.7,37.1,9.65,300.1,1299,535.6,11.5,7.2,39,9.7
Turnip,0,1,1,Non-Veg,120,5.6,22.4,9.89,407.6,1092,1322.8,1.8,6.8,16,36.8
Kidney Beans,0,0,0,Veg,590,19.0,37.6,14.35,487.3,485,1310.9,26.8,16.6,12,41.8
Sage,0,1,1,Veg,239,8.9,34.7,7.77,87.4,14,1094.0,14.4,17.2,46,19.6
Turkey,0,1,1,Veg,553,2.4,33.1,13.1,35.5,654,376.0,67.0,8.9,11,35.9
Broccoli,0,0,1,Veg,69,1.4,18.7,19.64,462.4,1900,1897.7,71.0,12.8,43,47.0
Cauliflower,0,0,0,Non-Veg,202,16.3,37.9,16.27,234.1,592,1206.6,10.8,2.7,33,34.5
Leek,1,1,0,Veg,254,10.1,21.5,17.42,416.4,1844,1634.2,20.8,9.1,45,48.2
Brown Rice,0,1,0,Veg,395,10.6,20.8,2.61,61.6,644,1543.6,20.8,17.0,49,39.7
Oatmeal,0,0,0,Veg,443,5.9,17.9,3.27,163.2,1721,74.5,64.9,2.3,38,4.7
Corn,0,0,0,Non-Veg,323,16.6,28.7,18.7,131.5,1898,1605.4,87.8,9.7,16,48.5
Orange,0,0,0,Non-Veg,568,16.9,1.7,17.6,177.0,1778,519.1,46.6,2.7,48,15.3
Kale,1,1,1,Veg,324,10.9,26.8,13.83,196.7,798,1822.7,4.1,9.0,46,5.9
Turnip,1,0,0,Veg,519,16.1,26.1,9.95,53.8,466,1953.8,42.7,1.4,15,41.7
Plum,0,1,1,Non-Veg,219,15.5,16.9,3.68,233.9,1600,1203.7,113.7,7.4,36,24.2
Mustard Seeds,1,1,1,Non-Veg,563,5.2,16.4,2.73,338.4,1918,882.2,99.8,19.5,9,24.7
Parsnip,1,1,1,Non-Veg,383,18.0,24.0,14.67,88.4,1645,1995.8,48.3,14.3,13,12.7
Thyme,0,0,1,Veg,65,4.1,31.5,13.45,369.4,1974,168.1,124.2,17.8,29,46.7
Cucumber,1,1,1,Veg,432,12.5,6.9,2.04,149.4,782,1003.1,52.3,17.7,22,36.6
Beet,1,0,1,Veg,414,18.6,7.5,0.88,408.8,143,436.1,67.2,17.9,14,1.8
Cauliflower,0,0,0,Non-Veg,369,5.2,45.5,4.31,139.4,873,1960.9,52.7,6.0,29,39.2
Turnip,1,0,1,Non-Veg,317,10.6,16.0,4.33,304.8,1075,1681.7,84.4,5.5,42,28.1
Raspberries,0,0,1,Non-Veg,286,14.8,13.6,15.52,62.6,895,1631.2,39.3,7.6,23,8.7
Cheese,0,1,1,Veg,423,16.8,21.4,9.91,202.0,1863,1716.0,20.0,4.3,16,7.8
Cilantro,1,1,0,Non-Veg,167,2.0,39.3,12.71,317.5,907,1870.5,106.6,8.2,39,14.8
Brown Rice,0,1,1,Non-Veg,419,0.3,36.3,7.17,129.1,1762,1882.8,48.8,10.3,21,36.2
Turkey,0,0,0,Non-Veg,281,18.7,39.4,3.85,24.3,425,845.1,61.4,7.9,42,10.3
Fenugreek,1,0,0,Veg,490,10.5,38.9,11.34,445.4,1162,626.8,5.7,9.0,13,41.9
Broccoli,0,0,1,Non-Veg,418,14.1,38.1,13.75,341.5,1678,1379.5,116.6,18.0,41,29.4
Tofu,1,1,0,Veg,303,6.2,33.7,4.85,186.2,622,911.4,77.9,1.3,1,7.2
Cumin,1,0,0,Non-Veg,211,6.0,13.7,19.14,412.3,1923,455.3,147.1,16.3,40,38.9
Yogurt,1,0,1,Non-Veg,531,12.7,18.1,8.81,62.9,889,1451.7,1.5,17.7,37,3.3
Cilantro,1,0,1,Veg,520,4.2,37.6,17.58,412.4,1885,1221.0,54.1,1.2,37,42.1
Eggs,0,0,0,Veg,595,14.3,28.1,3.98,397.3,1138,490.2,86.0,4.6,42,7.9
Eggplant,0,1,1,Non-Veg,439,4.3,3.5,0.68,463.6,574,1699.6,17.5,14.2,48,4.3
Chicken Breast,0,1,0,Non-Veg,184,0.5,46.8,12.92,39.9,826,1064.1,43.2,17.9,41,37.3
Chili Powder,0,0,0,Veg,166,17.7,38.4,1.23,395.0,1080,1648.6,27.1,6.8,11,35.6
Pineapple,1,1,1,Non-Veg,437,13.4,41.4,12.49,362.1,1468,239.9,86.3,7.1,17,29.7
Cardamom,0,1,0,Non-Veg,342,15.6,49.3,9.54,118.6,1293,1704.9,77.7,18.2,34,22.7
Eggs,0,0,1,Veg,483,12.3,31.3,13.19,208.1,190,1595.4,51.8,4.8,21,1.1
Cucumber,0,1,1,Veg,337,14.9,27.6,1.77,206.9,623,1530.1,125.4,3.8,21,33.8
Squash,0,1,1,Non-Veg,392,3.5,23.1,6.69,446.0,1445,729.4,90.0,13.5,38,11.2
Almonds,0,1,0,Non-Veg,256,1.0,30.3,11.37,225.1,637,1192.8,148.4,3.7,38,38.4
Raspberries,0,1,1,Non-Veg,115,16.8,34.6,17.53,168.2,1653,690.0,100.8,5.6,41,23.2
Nutmeg,0,1,1,Non-Veg,542,14.2,7.8,12.15,339.3,737,817.4,73.7,8.2,42,7.0
Sweet Potato,1,0,0,Non-Veg,445,12.8,29.0,3.42,52.5,945,734.1,141.4,2.0,30,47.2
Orange,1,1,1,Veg,576,6.9,29.6,7.23,426.1,144,521.3,148.2,13.0,10,8.1
Rosemary,1,1,1,Non-Veg,419,18.2,13.3,1.04,436.8,1035,953.6,42.3,16.4,22,21.6
Sage,0,1,0,Veg,143,2.9,4.4,11.43,69.9,770,344.6,92.8,16.5,24,37.4
Squash,0,0,1,Non-Veg,294,14.7,5.6,3.49,389.6,1545,542.3,76.6,12.9,47,23.7
Sweet Potato,0,1,0,Non-Veg,376,9.9,26.5,13.31,419.7,1001,1621.7,85.2,9.6,7,23.2
Broccoli,0,1,1,Non-Veg,120,19.5,1.1,15.6,205.0,980,946.6,41.0,7.0,0,39.4
Chili Powder,0,1,0,Veg,532,9.4,10.7,1.42,472.6,1627,55.9,99.1,0.2,23,15.6
Chicken Breast,0,0,1,Non-Veg,519,4.2,47.6,1.04,295.5,920,394.1,115.9,17.8,27,15.1
Apricot,0,1,1,Non-Veg,558,11.6,37.9,13.11,317.9,377,1068.0,40.7,0.5,8,35.6
Tomato,1,0,1,Non-Veg,485,16.3,38.9,17.94,348.9,1825,1795.8,16.0,10.8,27,12.0
Collard Greens,0,1,1,Non-Veg,302,13.6,2.6,19.92,203.5,1561,1595.9,53.1,3.5,47,9.3
Yogurt,1,1,0,Veg,214,2.9,9.2,0.88,97.9,357,1597.7,59.9,12.4,31,47.4
Blueberries,0,1,1,Non-Veg,311,0.1,24.0,16.97,280.1,1024,120.8,87.2,2.0,49,16.8
Leek,1,1,0,Non-Veg,164,1.2,43.8,15.34,86.4,1399,288.0,84.3,11.2,44,43.2
Eggs,1,1,0,Non-Veg,253,9.9,25.1,0.13,470.8,1164,961.2,42.1,15.7,45,30.4
Strawberries,0,0,1,Non-Veg,466,1.9,23.5,12.92,46.2,960,552.4,79.4,10.5,11,39.2
Kiwi,0,0,1,Non-Veg,268,0.3,1.9,13.66,313.6,442,281.2,55.9,3.6,41,17.3
Thyme,0,0,1,Veg,368,9.8,49.7,1.55,55.7,783,1384.8,55.5,12.3,27,35.4
Vanilla,0,1,1,Veg,583,3.0,15.0,7.53,419.3,1789,229.4,119.7,11.5,15,37.6
Ginger,0,0,0,Veg,290,4.8,26.2,12.33,212.2,1433,1263.9,53.6,17.8,2,39.1
Peanut Butter,0,1,0,Veg,595,4.9,28.1,6.26,357.7,1564,1027.7,112.5,0.8,32,22.2
Peach,1,1,1,Non-Veg,122,3.7,17.0,11.06,389.9,1775,1205.5,124.3,14.7,6,13.7
Thyme,1,0,0,Veg,469,14.1,33.1,4.56,284.0,1805,437.5,140.5,8.7,11,47.0
Cucumber,0,1,1,Non-Veg,239,19.4,45.8,12.95,82.1,427,1421.3,146.5,9.1,30,10.3
Sweet Potato,0,1,1,Non-Veg,333,0.6,44.3,3.8,332.7,689,363.3,86.6,19.4,27,1.4
Oatmeal,0,0,0,Non-Veg,186,3.5,39.2,4.75,69.8,15,674.1,78.7,7.2,27,12.9
Cilantro,1,0,1,Non-Veg,250,9.7,9.7,14.61,425.7,137,1012.8,143.0,11.9,44,8.4
Parsnip,1,1,0,Non-Veg,466,15.1,44.4,2.6,228.4,545,962.8,40.5,5.3,44,17.5
Celery,0,1,0,Non-Veg,488,1.9,39.8,10.17,213.4,1496,446.2,52.1,7.5,21,45.0
Turnip,1,1,1,Non-Veg,599,16.0,42.1,15.52,453.7,593,1308.2,38.3,11.3,12,29.7
Turmeric,1,0,0,Veg,536,11.4,22.6,15.17,124.0,895,790.2,114.9,19.9,7,42.0
Strawberries,1,1,0,Non-Veg,374,11.8,47.2,10.34,334.7,911,1861.5,30.1,11.7,47,37.8
Beet,0,1,0,Veg,535,0.4,22.4,15.9,412.6,1598,913.3,117.3,4.6,3,24.8
Quinoa,0,0,0,Non-Veg,316,1.5,26.0,8.04,171.8,819,1699.1,133.3,19.3,4,7.3
Chickpeas,0,1,0,Non-Veg,150,19.3,18.8,19.15,259.0,1013,1632.3,82.5,5.4,45,20.3
Cantaloupe,0,0,1,Veg,505,15.0,1.9,9.36,21.2,582,1282.2,47.7,11.7,41,39.4
Cardamom,0,1,1,Veg,78,15.9,20.2,19.54,360.8,1454,1350.4,112.8,0.9,3,21.6
Fennel Seeds,0,1,1,Veg,124,3.1,26.2,16.58,145.8,1136,387.4,34.5,9.1,8,41.7
Cheese,1,1,0,Veg,278,0.4,16.7,0.12,242.4,110,433.8,76.3,18.8,32,22.6
Cheese,0,0,1,Non-Veg,543,12.8,6.9,6.18,488.7,438,437.3,128.4,0.6,39,47.1
Coriander,1,0,0,Veg,446,15.1,12.1,6.27,59.6,743,933.5,24.5,5.9,19,10.0
Brussels Sprouts,0,0,0,Veg,159,18.5,36.9,3.71,264.2,1330,401.9,25.2,13.0,13,34.6
Peanut Butter,1,1,1,Veg,98,4.0,41.5,6.13,361.9,963,1002.0,35.3,14.1,14,5.1
Pork Chop,0,0,1,Veg,120,13.9,18.9,7.71,340.7,18,1702.0,81.7,10.3,10,8.8
Blueberries,1,1,0,Veg,363,2.2,30.8,15.24,42.0,758,1796.0,129.9,15.5,15,17.1
Cantaloupe,0,1,0,Non-Veg,283,13.4,33.0,18.75,272.8,423,569.0,115.6,6.3,4,9.0
Nutmeg,1,0,1,Veg,254,13.3,14.5,11.36,178.6,1833,817.6,5.7,6.7,19,14.9
Mint,1,0,0,Veg,237,8.0,5.9,18.48,165.5,988,1213.7,34.1,11.1,11,10.1
Apple,1,1,0,Non-Veg,141,12.2,40.3,14.76,211.3,1604,1788.5,83.5,9.1,35,14.9
Yogurt,0,0,0,Non-Veg,71,12.3,13.0,15.56,359.3,855,1041.5,15.0,6.5,14,45.6
Parsley,1,0,1,Non-Veg,137,4.4,45.3,18.42,297.7,89,1212.6,52.6,1.5,26,11.7
Brown Rice,1,1,1,Non-Veg,418,13.1,3.1,6.77,462.0,1454,344.0,62.9,0.8,26,18.5
Turnip,0,0,1,Veg,540,12.6,2.2,5.99,96.3,1107,1937.6,23.8,14.6,24,7.5
Peach,1,0,1,Veg,336,8.3,28.8,14.31,42.3,1514,718.8,22.0,3.1,9,28.6
Avocado,1,1,0,Veg,149,5.5,25.6,5.66,371.2,267,432.3,13.4,2.2,27,8.3
Onion,1,0,0,Veg,81,14.1,22.0,10.32,276.1,1144,191.8,19.5,10.8,5,27.3
Mushrooms,0,1,0,Veg,323,8.0,6.5,6.49,371.1,1600,332.4,71.1,14.6,34,16.7
Pumpkin,0,0,1,Non-Veg,139,13.8,10.5,5.61,131.9,1797,357.4,82.0,18.7,2,6.4
Brown Rice,1,0,1,Veg,585,11.8,45.2,6.49,15.3,1522,1591.1,8.1,12.5,35,36.7
Parsnip,0,1,0,Veg,387,4.1,26.3,19.5,39.8,1894,1379.9,48.2,18.7,48,38.5
Cucumber,0,0,0,Veg,233,18.7,37.4,16.85,494.0,258,1676.0,107.2,10.5,4,40.8
Cinnamon,1,0,0,Non-Veg,472,11.0,4.3,13.3,294.6,162,488.2,65.5,12.1,38,46.4
Fennel Seeds,1,0,1,Non-Veg,563,2.9,14.3,4.45,112.9,1096,1141.6,49.7,16.0,48,27.5
Broccoli,0,0,1,Non-Veg,522,8.9,26.1,6.0,129.2,594,1369.6,124.0,13.3,49,49.3
Almonds,0,1,0,Non-Veg,428,5.6,2.1,18.7,287.6,451,729.9,100.6,10.5,2,7.5
Green Beans,0,0,1,Veg,257,1.3,31.7,10.45,394.0,1971,1432.4,122.1,10.8,32,44.1
Cumin,0,1,0,Non-Veg,527,7.9,21.6,1.24,103.0,1102,842.2,3.6,10.8,30,12.7
Cinnamon,1,0,0,Veg,328,19.8,48.4,14.93,129.7,1479,362.0,65.1,7.1,42,4.4
Brown Rice,0,1,1,Non-Veg,313,19.2,42.2,5.65,412.0,1169,1299.5,101.6,8.4,28,39.0
Nutmeg,0,1,1,Non-Veg,141,7.3,16.8,2.69,189.5,875,433.9,95.9,13.5,28,32.9
Eggs,1,0,0,Veg,489,3.8,30.5,14.69,272.2,309,1378.2,69.7,3.8,12,49.0
Turkey,1,0,0,Veg,224,4.0,30.3,4.44,285.1,347,1214.4,72.7,18.7,47,1.8
Kiwi,1,0,0,Non-Veg,532,19.2,39.0,16.85,188.0,486,427.2,46.1,17.0,13,47.4
Turnip,0,0,0,Non-Veg,248,6.1,39.6,14.72,127.3,1528,696.8,38.8,11.9,45,25.4
Blueberries,0,1,1,Non-Veg,107,6.9,7.7,19.22,331.4,180,1435.5,29.1,8.4,37,30.6
Avocado,1,1,1,Non-Veg,92,10.7,35.8,14.92,350.3,1973,1446.0,88.0,17.3,17,36.9
Milk,0,0,1,Veg,294,4.2,10.3,7.3,440.5,1614,144.9,67.7,13.4,37,34.7
Fennel Seeds,0,0,1,Non-Veg,561,16.4,16.6,16.94,391.5,246,1922.4,16.4,16.9,29,47.7
Rosemary,1,1,1,Non-Veg,585,14.3,2.9,6.99,44.3,1820,1882.2,32.9,7.9,34,49.7
Brown Rice,0,1,1,Veg,133,15.5,16.5,8.45,21.2,579,1005.0,141.7,16.9,10,29.7
Yogurt,0,1,0,Veg,99,9.8,17.1,8.57,322.8,1744,935.5,82.6,0.9,32,21.7
Plum,1,0,0,Veg,127,6.2,47.2,1.25,294.8,1248,969.7,47.7,1.7,32,31.2
Sage,0,0,1,Veg,494,8.6,13.4,17.59,174.1,1042,909.6,118.2,18.6,30,41.2
Milk,0,0,0,Veg,66,2.5,46.8,5.65,225.8,68,40.9,13.9,8.2,23,23.7
Spinach,0,0,1,Non-Veg,519,12.8,8.5,6.65,360.7,1224,162.1,128.7,19.2,11,45.1
Cheese,1,1,1,Veg,522,16.0,20.0,7.06,242.1,411,760.6,131.4,14.2,18,30.0
Watermelon,0,1,0,Veg,418,10.6,29.7,15.94,37.7,1897,497.1,30.7,11.9,2,44.4
Brown Rice,1,0,1,Veg,293,8.6,18.3,14.18,350.8,72,1348.9,122.7,8.6,16,7.4
Yogurt,1,0,0,Veg,138,16.8,8.9,18.15,415.1,839,1193.7,87.4,18.5,20,22.9
Black Beans,1,1,1,Non-Veg,177,1.4,1.7,8.15,433.6,1476,190.7,99.2,15.4,45,16.6
Kale,1,1,0,Veg,342,3.5,30.9,12.55,161.5,1973,764.4,106.7,9.3,28,34.5
Cilantro,1,0,0,Non-Veg,467,9.6,36.8,14.35,321.2,713,1846.7,120.7,6.3,24,42.2
Kale,1,0,1,Veg,374,8.3,6.9,5.4,118.2,912,888.8,121.3,10.8,46,41.0
Eggs,1,1,1,Non-Veg,453,17.9,8.3,13.68,63.9,1819,1068.0,139.0,12.7,13,27.9
Plum,0,1,1,Non-Veg,543,3.1,36.3,16.31,281.5,512,1561.1,109.7,12.3,9,42.8
Turkey,1,0,1,Veg,311,14.0,6.9,12.07,325.8,741,1693.0,118.1,11.6,16,8.3
Chickpeas,1,0,1,Non-Veg,590,12.8,27.9,16.9,494.1,1886,237.1,132.3,6.8,47,7.2
Pumpkin,1,1,1,Veg,498,3.1,23.2,6.84,31.2,814,1199.1,113.5,17.4,26,3.7
Peanut Butter,1,0,1,Veg,316,14.7,17.2,12.54,17.1,732,605.9,107.0,15.0,26,13.5
Brussels Sprouts,0,1,1,Veg,302,14.8,9.6,2.72,221.0,1197,1256.3,73.6,5.2,39,47.3
Tomato,0,1,0,Non-Veg,234,10.9,24.3,5.14,446.7,1011,240.6,80.6,12.9,12,31.3
Strawberries,1,1,0,Non-Veg,88,2.6,22.5,17.73,247.0,10,1685.4,17.3,18.4,19,28.8
Parsley,0,1,1,Veg,553,7.9,46.3,5.66,241.2,879,824.7,121.1,15.0,9,30.1
Salmon,1,1,0,Veg,78,10.5,21.6,17.36,116.6,1169,1303.6,91.7,17.0,19,7.1
Nutmeg,1,0,1,Veg,189,11.3,48.6,7.44,162.7,235,1928.2,46.9,8.3,15,39.2
Paprika,0,0,1,Veg,410,11.8,10.4,16.39,350.1,61,1456.3,142.0,11.2,8,4.2
Carrot,0,1,0,Veg,108,14.0,40.2,10.01,102.0,1789,841.3,58.5,5.5,22,19.9
Eggplant,0,0,0,Non-Veg,422,18.7,7.3,19.08,92.9,1160,337.3,122.6,4.3,10,30.4
Radish,1,0,1,Non-Veg,303,3.7,8.4,2.34,147.7,1606,1202.7,131.5,13.9,44,15.4
Parsley,1,0,1,Veg,316,10.7,40.6,10.7,263.3,1753,747.2,107.0,10.3,34,47.8
Grapes,0,0,0,Non-Veg,302,14.0,29.9,0.7,31.7,1415,492.2,143.5,10.4,0,9.6
Kiwi,1,0,1,Non-Veg,287,8.9,35.4,16.83,5.1,827,833.2,143.6,6.2,45,17.5
Raspberries,1,0,0,Veg,89,12.9,13.0,4.86,151.7,732,1795.5,68.2,2.2,22,38.9
Fenugreek,0,0,1,Veg,516,11.6,40.7,16.24,201.5,916,1794.8,96.5,11.4,9,31.6
Strawberries,0,1,1,Non-Veg,150,16.9,28.0,14.49,286.2,185,595.4,142.5,10.2,10,36.1
Raspberries,1,0,1,Veg,104,15.0,34.4,7.73,54.5,1856,1677.9,140.1,10.6,12,16.5
Lentils,0,1,1,Veg,218,7.4,8.1,17.98,348.2,533,1540.3,123.9,2.7,29,42.9
Cheese,0,0,1,Veg,535,4.0,30.7,1.13,78.0,1906,732.2,38.6,17.2,13,11.0
Mango,1,0,1,Non-Veg,280,0.7,3.1,0.84,225.9,903,1794.9,13.0,1.6,49,15.8
Corn,0,1,1,Veg,271,14.8,13.9,4.06,275.3,686,117.4,18.5,15.6,39,28.7
Plum,0,0,0,Veg,516,15.3,41.2,5.97,452.9,184,1571.2,140.3,6.9,36,43.5
Squash,0,0,1,Veg,388,17.3,9.8,7.95,335.4,1529,1235.6,111.6,18.2,3,18.2
Spinach,1,1,1,Non-Veg,451,5.7,6.6,19.36,85.6,302,1362.3,42.0,9.1,32,30.1
Peanut Butter,1,0,1,Veg,85,8.3,45.8,2.02,178.3,1568,705.9,143.6,17.5,24,46.4
Cilantro,0,0,1,Non-Veg,466,8.2,47.4,19.89,372.1,1815,855.6,36.4,1.5,39,3.9
Cinnamon,1,0,0,Veg,279,10.7,1.0,12.49,44.7,1823,1306.5,38.0,14.1,37,40.1
Nutmeg,0,1,1,Veg,374,14.2,42.0,8.36,42.3,1356,557.4,20.5,9.3,39,5.8
Sweet Potato,1,1,0,Veg,297,11.7,45.4,1.58,377.0,424,726.0,122.2,9.4,20,16.4
Turnip,0,0,1,Veg,414,1.2,35.9,1.99,431.9,1491,1242.6,142.7,19.5,30,2.9
Spinach,1,0,1,Veg,183,13.9,29.4,18.62,187.3,379,1378.6,3.9,5.1,3,37.4
Chickpeas,1,0,1,Non-Veg,411,12.3,47.8,8.98,393.7,1749,1729.3,89.0,15.8,28,19.5
Cinnamon,1,1,1,Non-Veg,577,12.1,37.6,11.03,378.4,1222,719.9,73.0,10.9,22,48.5
Spinach,1,0,1,Veg,241,18.6,38.1,9.55,304.8,1067,1224.5,16.5,8.1,9,44.9
Chili Powder,0,0,0,Veg,396,8.2,11.6,4.53,65.4,434,75.2,79.6,6.9,41,37.0
Ginger,1,0,1,Veg,440,7.1,41.3,18.27,394.0,1827,1345.2,28.0,2.6,1,40.4
Beet,1,1,0,Veg,488,3.7,40.2,14.71,166.3,1177,1599.7,22.3,19.1,14,9.5
Leek,0,1,1,Non-Veg,69,6.5,38.6,15.05,347.6,1849,226.0,32.9,2.0,40,3.0
Basil,1,0,0,Veg,259,12.7,27.7,3.32,108.4,721,73.8,128.5,3.5,15,17.3
Oatmeal,0,0,0,Non-Veg,455,9.9,31.9,4.59,30.5,1831,1871.5,75.8,14.4,39,9.6
Peanut Butter,1,1,0,Non-Veg,432,10.0,36.8,16.71,200.8,1296,1750.2,124.8,19.9,26,21.9
